like_num,author_name,content,post_time,url
155,美人如浮云,见过刘亦菲本人，清秀气质好， 但不是大美人，没有那么夸张的美貌，地球球花就更是谈不上。几天前和舒畅的合体视频，更是谈不上美。,2021-11-12 22:28:05,http://www.toutiao.com/a7029627438833353248/
478,呦西吸哟,哇，刘亦菲的脸像雕刻的那般完美。还有杨洋，果然好看的人都是一样的好看[捂脸][捂脸]而丑的人却千奇百怪。,2021-11-12 21:42:44,http://www.toutiao.com/a7029627438833353248/
175,加油佳然,感觉就杨洋最帅，身材笔直笔直的[呲牙]没有比他更帅的男星了[呲牙],2021-11-12 22:37:17,http://www.toutiao.com/a7029627438833353248/
24,花落相别离,我染过一次绝绝子的颜色，怎么说呢，属于突发变异了吧？往后再也没出过这个色了，就是找之前帮我染出这个色的师傅他也没能染出来，原本我染的是紫色，头发褪到微微发白的金色，开始还是中规中矩的紫色，大约一个月后褪色了，那个颜色我真形容不出来，可能算是浅玫瑰金，局部像是挑染银色，关键是不会很突兀，也没有枯，配我的长大波浪，在阳光和灯光下还泛金属光泽，绝了！有些人说你假发在哪买的，比真发还好看，我说是真的，她们无法相信这个颜色怎么出来的，嘚瑟了三个月，黑发太长了，和染的颜色对比度很厉害，就又找那个师傅补色，结果紫色褪了后，是金光色，我不死心，把我们这高档的理发店试了个遍，这个颜色再也没出来过，人家师傅解释是变异了，这个颜色根本没法出来，我到处染，大的小的，最后把头发折腾没了，到腰的大波浪成了齐耳短发[流泪],2021-11-13 09:25:12,http://www.toutiao.com/a7029627438833353248/
149,鑫晨之妈,感觉中国人还是黑发好看，我现在年龄越大，越喜欢纯粹点的东西，素净的衣服黑头发，素颜[笑哭][笑哭],2021-11-12 21:37:30,http://www.toutiao.com/a7029627438833353248/
89,夕阳余晖照耀,头发太重要了[捂脸]我二十七八的时候就开始掉头发比较多了，平时也是头油比较多，后来还是找对了适合自己的中医。现在头发很浓密，显得人好看不少。,2021-11-12 22:12:01,http://www.toutiao.com/a7029627438833353248/
40,不必仰望别人-自己亦是风景,蔡徐坤浅发色比黑发色就好看，个人感觉[捂脸],2021-11-12 21:30:46,http://www.toutiao.com/a7029627438833353248/
13,俏俏丫头2019,杨洋是真的帅啊[送心][送心][送心]刘亦菲我是真的get不到她的美,2021-11-13 13:38:35,http://www.toutiao.com/a7029627438833353248/
12,一只小晚,刘亦菲好看是好看 地球球花就算了吧[泪奔],2021-11-13 08:39:44,http://www.toutiao.com/a7029627438833353248/
33,豆包不包豆,刘亦菲和全智贤都是属于五官比较淡比较舒服的，适合深色系发色，像这些浅色系头发比较适合浓颜和比较深邃欧美风的，比如迪丽热巴或者袁泉,2021-11-12 22:44:49,http://www.toutiao.com/a7029627438833353248/
8,我想要的名字已存在在,刘亦菲的侧颜和仙女气质无人能及,2021-11-14 18:08:03,http://www.toutiao.com/a7029627438833353248/
56,余笙Girl,杨洋真的太帅了吧，咋样都帅哎，我一个路人都好爱[捂脸][捂脸],2021-11-12 23:34:16,http://www.toutiao.com/a7029627438833353248/
37,日出晴雪,从来没染过头发，家里遗传洗头黑发，不能浪费这基因，最喜欢根正苗红的黑发,2021-11-12 20:47:08,http://www.toutiao.com/a7029627438833353248/
25,余小蛮1,看到黄景瑜的黄发我笑不活了。。。,2021-11-12 22:43:26,http://www.toutiao.com/a7029627438833353248/
5,厦门蕙儿,突然好想生儿子啊，如果儿子能长成这样的颜值@愿得一个人白首不相离,2021-11-12 22:56:44,http://www.toutiao.com/a7029627438833353248/
26,云遮月2580,哇，刘亦菲的脸像雕刻的那般完美。还有杨洋，果然好看的人都是一样的好看[捂脸][捂脸,2021-11-12 23:44:38,http://www.toutiao.com/a7029627438833353248/
13,再见亦是朋友,感觉还是黑发好看,2021-11-12 22:52:40,http://www.toutiao.com/a7029627438833353248/
42,半个刺客,杨洋刘亦菲就是亚洲脸颜值天花板的水平了，黑发代言人。,2021-11-12 23:27:54,http://www.toutiao.com/a7029627438833353248/
18,万家壶艺,杨洋和林一算是好的了，对比前面几个，至少不拉低颜值，顺带又存了一波杨洋的美图,2021-11-12 23:59:16,http://www.toutiao.com/a7029627438833353248/
0,走直线的猫syd,男人黑发显得忒帅气 女人黑发总觉得老气吧,2021-11-16 16:07:03,http://www.toutiao.com/a7029627438833353248/
9,大王丝杆,前几天坐了比亚迪汉，30万不到的车，我认为比60万的合资车都要配置高，座位沙发一样的很软很舒服。车身重又稳定。我开过江淮和悦，丰田汽车，下一辆电动车的话应该是比亚迪或者蔚来里面选一。,2021-11-13 06:17:44,http://www.toutiao.com/a1716229829213195/
1,魔都之日比山,某淮的生产线都比保时捷先进了,2021-11-13 06:22:02,http://www.toutiao.com/a1716229829213195/
8,长沙米粉01,送给我特斯拉，我都不敢开[抠鼻],2021-11-13 02:21:21,http://www.toutiao.com/a1716229829213195/
0,YYG八荒六合,确实国产车质量堪忧，五年以后就出来了,2021-11-13 04:43:14,http://www.toutiao.com/a1716229829213195/
4,光头观察者,国产车的质量绝对比10年前进步一个大台阶，现在国产车最重要的还是可靠性和稳定性上做好功课。,2021-11-13 04:50:46,http://www.toutiao.com/a1716229829213195/
4,琦乐无穷35,说到保时捷 买的人谁会想到他是在马来西亚生产的呢,2021-11-13 07:32:27,http://www.toutiao.com/a1716229829213195/
2,韦小宝007,其实CEO说的应该是：中国人更信赖进口货，只买贵的不买对的[大笑],2021-11-13 02:11:17,http://www.toutiao.com/a1716229829213195/
0,Toz疯子,"印度只是一个总装车间 
核心三大件是德国原厂 
其他零配件是全球采购 印度只做了一个拧螺丝的活 准备出厂的车辆所有调试和质检工作是德国佬在干",2021-11-13 08:25:47,http://www.toutiao.com/a1716229829213195/
1,薛博文bowen,上汽保时捷 ，一汽雷克萨斯,2021-11-13 08:19:09,http://www.toutiao.com/a1716229829213195/
0,居民付三,这些豪车不想砸了自己的牌子,2021-11-13 08:09:41,http://www.toutiao.com/a1716229829213195/
1,荣曜和凤,二战期间日本飞机是铝合金的，飞到一定高度就会起火，美国称＂打火机＂，现今这市场⋯⋯日本车？,2021-11-13 08:55:30,http://www.toutiao.com/a1716229829213195/
0,曾敬平,售后服务要跟上来，这个很重要，国产车售后不好,2021-11-13 09:54:24,http://www.toutiao.com/a1716229829213195/
2,JERRYYang,这不能怪国人，设计和生产汽车本来就是欧美国家的强项，回首10年前国产车确实是不如进口车，这个不用质疑！10年还不能培养几代人的观念吗？好不好用了才知道。,2021-11-13 07:11:46,http://www.toutiao.com/a1716229829213195/
7,客服余,但中国人不知道，德国本土，日本本土生产的车工艺，装配水平最好，其次是中国大陆的装配水平，最次的是东南亚，印度的装配水平和工艺,2021-11-13 01:05:05,http://www.toutiao.com/a1716229829213195/
0,龙都嘉人,坦白说，韩国车现在跟国产车差别不大。 法系也因不懂国情水土不服，国产车目前的对手只有德系和日系， 只要我们努力，很快汽车领悟就会形成中日德销量最好,2021-11-13 08:35:42,http://www.toutiao.com/a1716229829213195/
1,北极矛隼,宝马3系等在美国市场是直列6缸发动机，在中国被阉割成4缸，在国内割韭菜。并且在国内回购华晨投资成为独资。,2021-11-13 07:28:46,http://www.toutiao.com/a1716229829213195/
2,lxm19751210,国产新能源车在国内还是很值得信赖的，只要国人支持国货就不怕红不起来！,2021-11-13 08:38:35,http://www.toutiao.com/a1716229829213195/
2,沿申衣,国产哈佛可以啊,2021-11-13 07:40:56,http://www.toutiao.com/a1716229829213195/
1,2523906,现在的国产汽车按技术上没有难点了，质量问题就是成本问题，还有消费者愿意买吗，大部分国人依然迷信进口，还有面子问题。但情况相信会慢慢改观。,2021-11-13 09:20:34,http://www.toutiao.com/a1716229829213195/
0,娃娃书姝,我家买的车就是国产车，性价比高！,2021-11-13 08:54:12,http://www.toutiao.com/a1716229829213195/
17,淡淡的香007,刘亦菲好漂亮啊，还是喜欢黑色的头发。,2021-11-12 23:39:21,http://www.toutiao.com/a7029627438833353248/
20,自在的悠闲奋斗,刘亦菲好漂亮啊，还是喜欢黑色的头发。,2021-11-12 22:45:34,http://www.toutiao.com/a7029627438833353248/
4,sunshine25006057,宋茜那个粉紫色跟适合她 比黑发美~,2021-11-14 07:26:43,http://www.toutiao.com/a7029627438833353248/
9,爱学习的校霸小段,杨洋那几张染发照片，超好看，不一样的感觉,2021-11-13 08:22:48,http://www.toutiao.com/a7029627438833353248/
9,非谜,哇，刘亦菲的脸像雕刻的那般完美。还有杨洋，果然好看的人都是一样的好看[捂脸][捂脸,2021-11-13 09:21:57,http://www.toutiao.com/a7029627438833353248/
6,Leila静霞,杨洋和刘亦菲的颜值真的绝了耶，根正苗红黑发尤物,2021-11-13 08:26:41,http://www.toutiao.com/a7029627438833353248/
8,晨🍭,哇，刘亦菲的脸像雕刻的那般完美。还有杨洋，果然好看的人都是一样的好看[捂脸][捂脸]而丑的人却千奇百怪。,2021-11-13 15:12:27,http://www.toutiao.com/a7029627438833353248/
4,八零后在职妈妈,杨洋是真的帅，确实没有人能帅过他了！,2021-11-13 10:11:53,http://www.toutiao.com/a7029627438833353248/
4,最爱蟹老板,我就喜欢有人夸神仙姐姐美貌，“地球球花”当之无愧！最喜欢小仙女的鼻子，有一点点小驼，鼻前端饱满圆润，无论是长短高矮都恰到好处。总之小仙女真的很漂亮！[爱慕][小鼓掌],2021-11-13 10:16:30,http://www.toutiao.com/a7029627438833353248/
2,津津257,清秀气质好，独有的刘亦菲，喜欢,2021-11-13 23:14:05,http://www.toutiao.com/a7029627438833353248/
16,指尖缘zb,哇，刘亦菲的脸像雕刻的那般完美。还有杨洋，果然好看的人都是一样的好看[捂脸][捂脸,2021-11-12 21:52:46,http://www.toutiao.com/a7029627438833353248/
14,夜阑珊2565873707385,杨洋怎么都帅，染发后有点漫画男主的感觉,2021-11-12 22:15:40,http://www.toutiao.com/a7029627438833353248/
1,岁月蹉跎时光已逝,上面几个男生中只有杨洋染发还能好看，还有印象中貌似只有鹿晗能驾驭各种颜色的头发。不是他的粉，但说到染发才发觉原来他以前能hold住各种发色还是挺厉害的。,2021-11-13 16:42:48,http://www.toutiao.com/a7029627438833353248/
3,春风细雨濛濛,刘亦菲确实漂亮，杨洋也很俊,2021-11-13 09:41:41,http://www.toutiao.com/a7029627438833353248/
6,公平正义的天秤,神仙姐姐真的太扛得住镜头了随便一拍都美得不行，看来大部分人都还是比较适合黑发的,2021-11-13 05:03:07,http://www.toutiao.com/a7029627438833353248/
16,1005xz5201314,杨洋蓝色头发看着活泼黑色头发看着高冷，杨洋好看,2021-11-12 22:53:58,http://www.toutiao.com/a7029627438833353248/
9,zgr,刘天仙果然就是刘天仙，太美太仙了,2021-11-12 22:21:22,http://www.toutiao.com/a7029627438833353248/
2,取名真真真费劲,杨洋黑发和染发都帅[比心]有没有和我一样看法的,2021-11-14 03:01:45,http://www.toutiao.com/a7029627438833353248/
16,焦点883,刘亦菲是真的太美了，看不够的感觉,2021-11-12 22:24:26,http://www.toutiao.com/a7029627438833353248/
0,甜甜私房佳,陈伟霆橘色头发很好看呀。,2021-11-15 23:14:22,http://www.toutiao.com/a7029627438833353248/
0,祥实,进口的捷豹路虎都是印度生产，玛莎拉蒂是韩国现代生产的，奔驰部分车型是泰国生产,2021-11-13 08:26:20,http://www.toutiao.com/a1716229829213195/
0,jasenliu,销售时应该明确醒目标识产地，比如消费者知道印度、越南产的，而不是德国、日本等原厂生产，虽然都是进口可能会对选择产生影响！,2021-11-13 06:21:27,http://www.toutiao.com/a1716229829213195/
0,润物无声沉默是金发广,国产的新能源车还是不错的，譬如比亚迪的。雷克萨斯是印度生产的，以后还敢买吗？印度生产的战机摔下来是家常便饭。,2021-11-13 09:02:29,http://www.toutiao.com/a1716229829213195/
0,滨海科技張衛國,钱到位那里产的都一样.华晨宝马品质可圈可点.,2021-11-13 09:03:58,http://www.toutiao.com/a1716229829213195/
4,排骨1116,以前国产车基本都是合资生产，因为汽油车技术，我们确实落后欧美日很多，现在新能源我们已经走在前面，领先外国车 ，尤其是电池，全球领先,2021-11-13 01:15:43,http://www.toutiao.com/a1716229829213195/
0,华夏群众,来中国只能合资，一合资质量就没保证，话语权都没了…特斯拉来中国是答应人家独资…,2021-11-13 08:59:29,http://www.toutiao.com/a1716229829213195/
0,一叶知秋235,印度马来生产的车还不如国内生产的，不要迷信进口，除非是德国日本本土生产的。路虎就是奇瑞生产的比印度生产的好。,2021-11-13 08:28:56,http://www.toutiao.com/a1716229829213195/
2,逞强的坚强到底在哪里-c,思想观念很难改变，可能是我们国人太把面子问题看得很重，国产车与进口的虽然存在差别，但那是一分价格一货呀。,2021-11-13 08:05:04,http://www.toutiao.com/a1716229829213195/
0,六只羊666,国产车保护政策到期，明年进口车系可以独资运营了，无论价格质量孰优孰劣明年开战。,2021-11-13 08:00:07,http://www.toutiao.com/a1716229829213195/
0,SY为往圣继绝学,谁买印度和马来西亚进口的雷克萨斯和保时捷？,2021-11-13 09:03:47,http://www.toutiao.com/a1716229829213195/
0,兔子也有强国梦归来,雷克萨斯印度造的[衰]这玩意难怪事故率高啊，三哥的手艺不是盖的[捂脸],2021-11-13 08:40:49,http://www.toutiao.com/a1716229829213195/
1,苏城顽童,说是到明年，外国车企可以在中国成立独资公司，不用合资，到时候会与国产直接竞争，到时后，谁的产品更好一目了然,2021-11-13 06:57:06,http://www.toutiao.com/a1716229829213195/
0,漂到青岛去看海,特斯拉是唯一外国车企在中国建厂不需要合资的吧,2021-11-13 08:58:21,http://www.toutiao.com/a1716229829213195/
1,我爱宁静1,进口要看产地！越南，印度，菲律宾，马来西亚，泰国生产的东西，不如国产。买它就没必要了。,2021-11-13 07:43:18,http://www.toutiao.com/a1716229829213195/
0,手机用户步走歪易扯蛋,高端买德国车，中间买日德，低端买国产，国产三大件上来了配置还高，有向中间靠拢的趋势，美韩法三系就算啦！,2021-11-13 09:00:20,http://www.toutiao.com/a1716229829213195/
0,ChrisXXXX,我现在觉得国产的也不错，打算买比亚迪的,2021-11-13 09:18:48,http://www.toutiao.com/a1716229829213195/
0,醉人的小夜曲,外资品牌的车在国内生产简配太严重，大多是阉割版，进口车确实比合资车好一些,2021-11-13 05:39:57,http://www.toutiao.com/a1716229829213195/
1,江南率,进口车确实好一点。也许这些精明的资本家故意把核心技术留给自己，在我们这里的合资车故意差些，让我们多掏钱买进口车，这是销售策略。,2021-11-13 07:49:06,http://www.toutiao.com/a1716229829213195/
0,忆曾是拥有,关键进口车的生产国是印度，越南，马来西亚这些穷国家。生产能力比中国落后多了。还不如国产的香,2021-11-13 08:17:11,http://www.toutiao.com/a1716229829213195/
1,西园16,国产质量不差了，拿鞋服说，东南亚的阿迪耐克质量比莆田的仿货差很多,2021-11-13 07:56:12,http://www.toutiao.com/a1716229829213195/
6,糖包的红豆馅,唯有杨洋hold住各种造型，最完美五官男星，重要的是脸没动过。,2021-11-13 01:44:19,http://www.toutiao.com/a7029627438833353248/
2,番茄6956746323,杨洋那个生日会的染发也很好看呀,2021-11-13 10:27:58,http://www.toutiao.com/a7029627438833353248/
6,我在人民广场吃小龙虾,表白我洋跟刘亦菲女神[比心],2021-11-12 23:26:05,http://www.toutiao.com/a7029627438833353248/
2,筱美一灿30,哇，刘亦菲的脸像雕刻的那般完美。还有杨洋，果然好看的人都是一样的好看[捂脸][捂脸,2021-11-13 09:17:39,http://www.toutiao.com/a7029627438833353248/
10,乐柳瑾音,杨洋那个蓝发个人感觉真的很好看,2021-11-12 23:13:37,http://www.toutiao.com/a7029627438833353248/
2,桃之夭夭喵喵,刘亦菲换了发色感觉像巩俐了,2021-11-13 14:38:35,http://www.toutiao.com/a7029627438833353248/
5,淡淡的忧,刘亦菲真美，黄景瑜黄色头发真不好看,2021-11-13 06:32:19,http://www.toutiao.com/a7029627438833353248/
0,A浪32,黄景瑜很帅啊，刘亦菲最美！！杨洋最阳光，，最后两个不认识啊，我是老阿姨了，现在的小鲜肉都不认识[捂脸][捂脸][捂脸],2021-11-15 16:22:07,http://www.toutiao.com/a7029627438833353248/
2,夏天的狮子,刘亦菲这样一看的确黑发更好看。,2021-11-13 14:18:50,http://www.toutiao.com/a7029627438833353248/
5,苹果红桃k,刘亦菲染发，美则美矣，少了神仙姐姐的气质了[捂脸]男生染发，感觉就是理发师[捂脸],2021-11-12 23:33:30,http://www.toutiao.com/a7029627438833353248/
0,彤妈带娃记,刘亦菲那张染发的图，我第一眼以为是巩俐[抠鼻],2021-11-14 20:52:27,http://www.toutiao.com/a7029627438833353248/
1,随便一个名字咯,刘亦菲和杨洋都是我的最爱，如果两个人在一起就好了[看],2021-11-13 14:17:19,http://www.toutiao.com/a7029627438833353248/
2,猫猫丫头0508,黄景瑜那个形容的太贴切了，就是中国风硬汉的感觉，黑发好看,2021-11-13 10:11:12,http://www.toutiao.com/a7029627438833353248/
0,你是最亮的星1108,刘亦菲不笑很美！,2021-11-16 13:43:20,http://www.toutiao.com/a7029627438833353248/
0,舌甘彳亍,男星千千万唯独杨洋的颜深得我心,2021-11-15 21:45:03,http://www.toutiao.com/a7029627438833353248/
0,小新新,杨洋什么颜色都好看，别说绿色，绿色也好看，帅能驾驭任何颜色,2021-11-15 23:23:50,http://www.toutiao.com/a7029627438833353248/
0,妞儿红,杨洋蓝色头发看着活泼黑色头发看着高冷，杨洋好看,2021-11-15 09:25:33,http://www.toutiao.com/a7029627438833353248/
0,桃之小妖44412460,你的点评可真是有趣，杨洋的颜值真抗打。,2021-11-13 21:01:32,http://www.toutiao.com/a7029627438833353248/
4,水泥地上的草,刘亦菲在我心里是仙女本仙,2021-11-13 08:56:22,http://www.toutiao.com/a7029627438833353248/
0,HC1821,刘亦菲也太好看了,2021-11-16 10:07:51,http://www.toutiao.com/a7029627438833353248/
1,阿力哥h,因为有好多人都有媚外的心态，其实好多国产车不比进口车差。,2021-11-13 00:53:11,http://www.toutiao.com/a1716229829213195/
5,心态X3,"对于有些人来说是骨子里的自悲心态，他们觉得越南进口的都比国产好。
事实上国产完全不比进口差。",2021-11-13 00:50:35,http://www.toutiao.com/a1716229829213195/
0,你好朋友哈哈哈,凡是进口汽车一律收重税，补贴下岗工人,2021-11-13 08:44:04,http://www.toutiao.com/a1716229829213195/
0,又丑又木,特斯拉和比亚迪使高性能燃油车都不敢谈加速性能了，对大家都好。,2021-11-13 07:28:58,http://www.toutiao.com/a1716229829213195/
0,盘州杨过,比亚迪新能源没得说的至于五菱宏光mini小家子气，后排怎么做人？噪音又大，续航短，价格并不便宜。知不道他的客户是个什么样的心理！,2021-11-13 08:16:41,http://www.toutiao.com/a1716229829213195/
0,山林里的甘露,现在的国产车不是比进口车差多少的问题，不应该再有这样的论点了，而是国产车的品质与进口车没有差距了！人们在选车时受多年的影响、面子、虚荣的影响来做决定！,2021-11-13 08:12:22,http://www.toutiao.com/a1716229829213195/
0,万水千山2178,这不怪厂商，国内生产的被要求贴上中文标志，消费者认为不是原装车，不可靠，没面子，宁愿买尽口的，哪怕是越南制造的。,2021-11-13 08:24:37,http://www.toutiao.com/a1716229829213195/
0,hi小树哥,坚决不买德系车,2021-11-13 09:03:19,http://www.toutiao.com/a1716229829213195/
1,胡继普,差距有时候要承认，才能更好的追赶，我们单位84年进口的IBM4341，包装箱上的钉子，几十年不绣，这就是差距，好在我们现在赶上来了！,2021-11-13 09:18:25,http://www.toutiao.com/a1716229829213195/
0,毫无头绪心乱如麻,永远支持国产车，现在国家的科技实力不断提升，很多东西已经比囯外还好，支持国货！,2021-11-13 08:22:02,http://www.toutiao.com/a1716229829213195/
0,权权数码,红旗五菱BYD会慢慢占领中国市场的,2021-11-13 01:42:47,http://www.toutiao.com/a1716229829213195/
0,袅不袅,知道为啥去印度和马来建厂吗？因为可以独资建厂，在我们这边要合资。,2021-11-13 07:25:12,http://www.toutiao.com/a1716229829213195/
2,神僊姐姐,聊聊国产之后为何减配？,2021-11-13 06:52:46,http://www.toutiao.com/a1716229829213195/
0,卖手机的半吨,特斯拉国产不需要和国内车企合资，其他车不行，所以应该可以理解,2021-11-13 08:40:12,http://www.toutiao.com/a1716229829213195/
0,我是一条娃娃鱼,但是特斯拉动了一众国产新能源的蛋糕，所以说到底行不行还不确定,2021-11-13 08:24:46,http://www.toutiao.com/a1716229829213195/
0,ObjC,主要是一国产就简配，不但简配还加价,2021-11-13 07:36:47,http://www.toutiao.com/a1716229829213195/
0,布拉格辉哥,我感觉除了日本没有比印度更喜欢雷克萨斯的国家了,2021-11-13 06:47:11,http://www.toutiao.com/a1716229829213195/
3,大禾明月,进口的工艺 安全性能 智能化程度确实可靠 关键时刻很放心,2021-11-13 01:07:02,http://www.toutiao.com/a1716229829213195/
0,思虑不全,目前还是更喜欢德国的车，日本的也还行，但不喜欢！,2021-11-13 08:19:22,http://www.toutiao.com/a1716229829213195/
1,智慧生产EMW,国内工厂做事的风格。大家都明白。很粗糙,2021-11-13 08:01:55,http://www.toutiao.com/a1716229829213195/
2,犬夜叉824,杨洋很惊艳啊，染了蓝发立刻不一样的感觉，有王一博的那味儿了,2021-11-13 01:01:37,http://www.toutiao.com/a7029627438833353248/
0,只喜欢晴天,陈伟霆最有男人味，一直都不喜欢关晓彤她演的我都不看,2021-11-15 16:21:03,http://www.toutiao.com/a7029627438833353248/
3,得闲饮茶,刘亦菲气质优雅,2021-11-13 12:15:40,http://www.toutiao.com/a7029627438833353248/
5,S小酸枣S,杨洋和茜茜太配了，绝绝子啊！,2021-11-13 12:49:49,http://www.toutiao.com/a7029627438833353248/
0,WWitch,刘亦菲浅色头发有张图好像巩俐😂,2021-11-13 19:24:06,http://www.toutiao.com/a7029627438833353248/
5,白桃波波加奶盖,刘亦菲和杨洋简直了,2021-11-13 03:22:44,http://www.toutiao.com/a7029627438833353248/
0,不负好时光Ze,中国人还是黑头发好看，不要看修图，要看真人，离得近了，黄头发确实不好看,2021-11-14 16:31:30,http://www.toutiao.com/a7029627438833353248/
1,有趣的灵魂万里难挑,我觉得杨洋真是……什么神仙颜值啊,2021-11-13 10:38:34,http://www.toutiao.com/a7029627438833353248/
3,sunny汐儿,好喜欢刘亦菲,2021-11-13 10:24:47,http://www.toutiao.com/a7029627438833353248/
7,1神奇宝宝,刘亦菲yyds永远的神,2021-11-12 23:11:47,http://www.toutiao.com/a7029627438833353248/
0,萌糖葫芦小金刚女侠,东方面孔还是配黑色头发好看，西方彩色的头发，深邃的眼眸，立体感的脸型看着习惯。,2021-11-13 11:00:11,http://www.toutiao.com/a7029627438833353248/
4,大眼豹,我爱杨洋，爱林一，爱刘亦菲真的好好看啊,2021-11-12 23:55:49,http://www.toutiao.com/a7029627438833353248/
1,皆是你啊,我看的最多的是杨洋的电视剧，很帅气！,2021-11-14 08:07:52,http://www.toutiao.com/a7029627438833353248/
1,被遗忘的雪莲花,刘亦菲染发之后像白发魔女的造型，杨洋染发之后挺帅的，没什么变化。[赞][赞][赞],2021-11-13 09:05:54,http://www.toutiao.com/a7029627438833353248/
5,福星佳奇,刘亦菲真的是绝到不行，她就是神,2021-11-13 01:45:34,http://www.toutiao.com/a7029627438833353248/
0,AAAA庞楠楠,看来看去，还是黑色头发最好看,2021-11-15 19:26:55,http://www.toutiao.com/a7029627438833353248/
7,烦躁的我呜呜,陈伟霆和洋洋都染了头发我觉得也挺帅的！,2021-11-12 22:46:28,http://www.toutiao.com/a7029627438833353248/
0,鱼人国度,他们都皮肤很白，浅色头发衬不出五官的立体，黑色头发对比就明显多了，脸和头皮的分界明显一些更好看，最后想说陈伟霆真帅[比心][比心],2021-11-13 19:04:12,http://www.toutiao.com/a7029627438833353248/
0,小仙女大力出奇迹,感觉张艺兴浅发色也没有黑发好看,2021-11-13 07:12:11,http://www.toutiao.com/a7029627438833353248/
